pfamAcc	pfamId	minExpressionRank	maxF84	numSpecies
PF09077	Phage-MuB_C	5145	0.29	33
PF09078	CheY-binding	515	0.25	239
PF09084	NMT1	25	0.50	1495
PF09086	DUF1924	2218	0.33	61
PF09092	Lyase_N	4133	0.41	30
PF09093	Lyase_catalyt	3844	0.41	31
PF09098	Dehyd-heme_bind	5322	0.41	31
PF09099	Qn_am_d_aIII	5320	0.44	30
PF09100	Qn_am_d_aIV	5319	0.31	25
PF09101	Exotox-A_bind	4849	0.17	24
PF09102	Exotox-A_target	6220	0.00	7
PF09106	SelB-wing_2	1306	0.44	434
PF09107	SelB-wing_3	1493	0.49	550
PF09115	DNApol3-delta_C	480	0.37	311
PF09119	SicP-binding	636	0.23	46
PF09127	Leuk-A4-hydro_C	1289	0.45	87
PF09129	Chol_subst-bind	6487	0.31	24
PF09130	DUF1932	2001	0.41	112
PF09140	MipZ	1703	0.44	229
PF09142	TruB_C	2604	0.41	308
PF09148	DUF1934	1009	0.39	565
PF09150	Carot_N	241	0.27	51
PF09152	DUF1937	937	0.39	18
PF09154	DUF1939	1805	0.43	181
PF09157	TruB-C_2	180	0.44	721
PF09160	FimH_man-bind	2845	0.09	89
PF09163	Form-deh_trans	196	0.42	339
PF09167	DUF1942	255	0.08	61
PF09179	TilS	310	0.43	921
PF09180	ProRS-C_1	964	0.55	452
PF09182	PuR_N	510	0.39	531
PF09185	DUF1948	297	0.02	10
PF09186	DUF1949	336	0.46	1268
PF09188	DUF1951	404	0.10	21
PF09190	DALR_2	86	0.50	2061
PF09194	Endonuc-BsobI	2249	0.34	12
PF09199	DUF1954	2598	0.03	44
PF09204	Colicin_immun	3467	0.40	40
PF09206	ArabFuran-catal	1635	0.36	22
PF09209	DUF1956	2898	0.44	315
PF09210	DUF1957	431	0.44	289
PF09211	DUF1958	2300	0.18	64
PF09223	YodA	590	0.40	364
PF09234	DUF1963	1099	0.44	332
PF09243	Rsm22	2342	0.42	131
PF09250	Prim-Pol	1318	0.48	272
PF09251	PhageP22-tail	3390	0.02	14
PF09261	Alpha-mann_mid	2301	0.47	507
PF09265	Cytokin-bind	1910	0.35	34
PF09269	DUF1967	466	0.52	983
PF09278	MerR-DNA-bind	217	0.39	745
PF09284	RhgB_N	2383	0.33	22
PF09285	Elong-fact-P_C	78	0.55	2299
PF09286	Pro-kuma_activ	185	0.42	122
PF09290	AcetDehyd-dimer	537	0.41	290
PF09295	ChAPs	3391	0.34	26
PF09296	NUDIX-like	1134	0.42	538
PF09297	zf-NADH-PPase	1034	0.43	733
PF09298	FAA_hydrolase_N	655	0.46	284
PF09299	Mu-transpos_C	1239	0.42	343
PF09312	SurA_N	111	0.45	884
PF09313	DUF1971	1198	0.34	325
PF09317	DUF1974	942	0.34	463
PF09318	DUF1975	1625	0.35	162
PF09321	DUF1978	297	0.01	5
PF09323	DUF1980	1433	0.37	367
PF09326	DUF1982	423	0.28	226
PF09327	DUF1983	1946	0.29	208
PF09330	Lact-deh-memb	802	0.39	354
PF09334	tRNA-synt_1g	283	0.61	2315
PF09335	SNARE_assoc	193	0.50	2096
PF09338	Gly_reductase	1485	0.41	67
PF09339	HTH_IclR	303	0.50	1309
PF09343	DUF2460	1415	0.33	147
PF09344	Cas_CT1975	1027	0.37	238
PF09345	DUF1987	1351	0.40	92
PF09346	SMI1_KNR4	1224	0.46	438
PF09347	DUF1989	1042	0.45	332
PF09348	DUF1990	3562	0.42	150
PF09349	OHCU_decarbox	1217	0.41	488
PF09350	DUF1992	690	0.41	474
PF09351	DUF1993	3711	0.35	202
PF09353	DUF1995	1002	0.27	72
PF09356	Phage_BR0599	525	0.37	177
PF09357	RteC	174	0.32	39
PF09359	VTC	5072	0.46	216
PF09360	zf-CDGSH	617	0.47	404
PF09361	Phasin_2	42	0.28	320
PF09362	DUF1996	5935	0.31	78
PF09363	XFP_C	345	0.44	462
PF09364	XFP_N	1416	0.44	498
PF09365	DUF2461	1349	0.46	275
PF09366	DUF1997	666	0.40	86
PF09367	CpeS	329	0.27	71
PF09369	DUF1998	2820	0.45	559
PF09370	TIM-br_sig_trns	831	0.44	120
PF09371	Tex_N	352	0.50	1509
PF09374	PG_binding_3	162	0.43	226
PF09375	Peptidase_M75	307	0.45	618
PF09376	NurA	805	0.46	140
PF09378	HAS-barrel	309	0.40	106
PF09381	Porin_OmpG	5904	0.32	74
PF09382	RQC	266	0.50	1317
PF09383	NIL	210	0.46	1504
PF09385	HisK_N	2719	0.31	90
PF09388	SpoOE-like	836	0.39	253
PF09391	DUF2000	5105	0.40	171
PF09392	MxiH	156	0.29	151
PF09393	DUF2001	1262	0.39	104
PF09394	Inhibitor_I42	1657	0.42	182
PF09397	Ftsk_gamma	194	0.50	2111
PF09400	DUF2002	1208	0.07	168
PF09406	DUF2004	2437	0.39	70
PF09407	DUF2005	2503	0.25	32
PF09411	PagL	96	0.44	333
PF09413	DUF2007	300	0.48	486
PF09414	RNA_ligase	3797	0.43	109
PF09419	PGP_phosphatase	1424	0.41	117
PF09423	PhoD	2459	0.46	472
PF09424	YqeY	26	0.50	1289
PF09438	DUF2017	356	0.22	219
PF09442	DUF2018	59	0.29	86
PF09456	RcsC	2812	0.09	183
PF09460	Saf-Nte_pilin	1694	0.02	25
PF09471	Peptidase_M64	1845	0.43	78
PF09474	Type_III_YscX	3281	0.19	13
PF09475	Dot_icm_IcmQ	648	0.15	18
PF09476	Pilus_CpaD	562	0.28	111
PF09477	Type_III_YscG	1848	0.18	12
PF09479	Flg_new	227	0.41	174
PF09480	PrgH	360	0.24	84
PF09481	CRISPR_Cse1	3236	0.37	223
PF09482	OrgA_MxiK	318	0.24	91
PF09483	HpaP	2857	0.20	36
PF09485	CRISPR_Cse2	955	0.37	232
PF09486	HrpB7	2868	0.20	35
PF09487	HrpB2	2632	0.20	36
PF09489	CbtB	1961	0.33	106
PF09490	CbtA	503	0.33	204
PF09491	RE_AlwI	6218	0.44	72
PF09493	DUF2389	490	0.34	116
PF09498	DUF2388	329	0.25	63
PF09500	YiiD_Cterm	1346	0.41	333
PF09501	Bac_small_YrzI	3753	0.15	128
PF09502	HrpB4	2967	0.20	36
PF09506	Salt_tol_Pase	1162	0.29	35
PF09509	Hypoth_Ymh	1262	0.39	87
PF09512	ThiW	1720	0.39	199
PF09515	Thia_YuaJ	2498	0.39	376
PF09517	RE_Eco29kI	895	0.41	21
PF09520	RE_TdeIII	5424	0.40	32
PF09521	RE_NgoPII	1058	0.41	33
PF09522	RE_R_Pab1	1685	0.08	50
PF09523	DUF2390	1064	0.28	147
PF09524	Phg_2220_C	2962	0.39	127
PF09526	DUF2387	797	0.38	331
PF09527	ATPase_gene1	354	0.50	801
PF09529	Intg_mem_TP0381	2103	0.44	332
PF09534	Trp_oprn_chp	1810	0.17	213
PF09537	DUF2383	64	0.43	239
PF09538	FYDLN_acid	178	0.32	183
PF09546	Spore_III_AE	3593	0.39	285
PF09547	Spore_IV_A	1741	0.39	289
PF09548	Spore_III_AB	732	0.39	282
PF09550	DUF2376	496	0.32	101
PF09551	Spore_II_R	797	0.39	285
PF09553	RE_Eco47II	1725	0.47	30
PF09554	RE_HaeII	523	0.31	11
PF09559	Cas6	3011	0.41	33
PF09560	Spore_YunB	4168	0.39	246
PF09563	RE_LlaJI	6801	0.42	47
PF09564	RE_NgoBV	1418	0.40	24
PF09565	RE_NgoFVII	1224	0.47	37
PF09572	RE_XamI	3166	0.35	19
PF09577	Spore_YpjB	2640	0.17	143
PF09578	Spore_YabQ	1194	0.39	285
PF09579	Spore_YtfJ	1658	0.41	322
PF09580	Spore_YhcN_YlaJ	1983	0.31	194
PF09581	Spore_III_AF	2392	0.39	281
PF09582	AnfO_nitrog	801	0.39	36
PF09583	Phageshock_PspG	3809	0.13	196
PF09584	Phageshock_PspD	2864	0.09	171
PF09585	Lin0512_fam	2140	0.36	109
PF09586	YfhO	1348	0.48	466
PF09587	PGA_cap	1569	0.46	783
PF09588	YqaJ	3553	0.52	336
PF09594	DUF2029	571	0.48	420
PF09599	IpaC_SipC	175	0.24	47
PF09600	Cyd_oper_YbgE	287	0.25	257
PF09601	DUF2459	5789	0.43	123
PF09602	PhaP_Bmeg	161	0.11	80
PF09604	Potass_KdpF	524	0.45	842
PF09605	Trep_Strep	4951	0.38	191
PF09608	Alph_Pro_TM	2222	0.32	137
PF09611	Cas_Csy1	1206	0.35	95
PF09612	HtrL_YibB	3702	0.36	40
PF09613	HrpB1_HrpK	1377	0.36	61
PF09614	Cas_Csy2	1527	0.35	105
PF09615	Cas_Csy3	1434	0.35	103
PF09618	Cas_Csy4	1004	0.35	112
PF09619	YscW	369	0.44	285
PF09621	LcrR	359	0.23	59
PF09624	DUF2393	988	0.42	112
PF09626	DHC	1151	0.37	123
PF09630	DUF2024	2511	0.41	29
PF09633	DUF2023	1646	0.42	47
PF09634	DUF2025	1129	0.07	29
PF09640	DUF2027	1026	0.28	19
PF09641	DUF2026	822	0.29	8
PF09643	YopX	2979	0.42	182
PF09644	Mg296	632	0.10	21
PF09646	Gp37	5269	0.35	50
PF09648	YycI	659	0.30	336
PF09650	PHA_gran_rgn	764	0.41	130
PF09654	DUF2396	433	0.27	51
PF09655	Nitr_red_assoc	1880	0.38	99
PF09656	PGPGW	5180	0.39	208
PF09659	Cas_Csm6	4117	0.29	88
PF09660	DUF2397	5017	0.37	89
PF09661	DUF2398	4615	0.36	85
PF09664	DUF2399	4614	0.36	107
PF09669	Phage_pRha	3758	0.44	376
PF09671	Spore_GerQ	1592	0.24	149
PF09673	TrbC_Ftype	3574	0.36	55
PF09676	TraV	3204	0.34	44
PF09677	TrbI_Ftype	3432	0.26	14
PF09678	Caa3_CtaG	1119	0.42	521
PF09680	Tiny_TM_bacill	2206	0.17	138
PF09681	Phage_rep_org_N	2260	0.35	131
PF09683	Lactococcin_972	3167	0.33	124
PF09684	Tail_P2_I	250	0.43	369
PF09685	Tic20	401	0.46	582
PF09686	Plasmid_RAQPRD	2394	0.28	113
PF09691	PulS_OutS	494	0.09	184
PF09693	Phage_XkdX	2890	0.28	125
PF09694	Gcw_chp	415	0.42	284
PF09695	YtfJ_HI0045	1154	0.41	231
PF09697	Porph_ging	255	0.34	53
PF09700	Cas_Cmr3	1448	0.47	105
PF09701	Cas_Cmr5	2247	0.47	76
PF09704	Cas_Cas5d	775	0.48	549
PF09706	Cas_CXXC_CXXC	3100	0.43	65
PF09707	Cas_Cas2CT1978	1437	0.37	240
PF09709	Cas_Csd1	1559	0.45	183
PF09711	Cas_Csn2	622	0.35	55
PF09712	PHA_synth_III_E	1889	0.42	60
PF09718	Tape_meas_lam_C	545	0.33	196
PF09719	C_GCAxxG_C_C	636	0.46	216
PF09720	Unstab_antitox	444	0.43	113
PF09722	DUF2384	320	0.45	385
PF09723	Zn-ribbon_8	272	0.46	723
PF09731	Mitofilin	919	0.21	45
PF09754	PAC2	337	0.33	268
PF09791	Oxidored-like	1326	0.36	95
PF09818	ABC_ATPase	2592	0.38	143
PF09819	ABC_cobalt	1534	0.38	359
PF09821	AAA_assoc_C	1019	0.40	244
PF09822	ABC_transp_aux	1817	0.46	330
PF09823	DUF2357	1970	0.46	120
PF09825	BPL_N	839	0.44	132
PF09827	CRISPR_Cas2	289	0.50	716
PF09829	DUF2057	741	0.24	289
PF09830	ATP_transf	562	0.34	80
PF09831	DUF2058	321	0.31	339
PF09832	DUF2059	100	0.46	358
PF09834	DUF2061	3335	0.40	203
PF09835	DUF2062	959	0.44	518
PF09836	DUF2063	482	0.41	309
PF09837	DUF2064	1281	0.46	339
PF09838	DUF2065	687	0.33	476
PF09839	DUF2066	1376	0.33	192
PF09842	DUF2069	2133	0.27	270
PF09843	DUF2070	548	0.39	29
PF09844	DUF2071	3359	0.46	174
PF09848	DUF2075	1880	0.43	258
PF09849	DUF2076	379	0.32	197
PF09850	DUF2077	981	0.43	441
PF09851	SHOCT	194	0.48	663
PF09852	DUF2079	2888	0.42	140
PF09856	DUF2083	997	0.40	311
PF09857	DUF2084	1896	0.28	129
PF09858	DUF2085	3283	0.41	85
PF09859	Oxygenase-NA	1295	0.42	191
PF09860	DUF2087	2255	0.43	310
PF09861	DUF2088	642	0.50	234
PF09863	DUF2090	922	0.39	220
PF09864	MliC	338	0.43	529
PF09867	DUF2094	1004	0.36	224
PF09874	DUF2101	2287	0.07	44
PF09876	DUF2103	1792	0.41	80
PF09898	DUF2125	455	0.33	134
PF09899	DUF2126	1676	0.44	278
PF09900	DUF2127	1565	0.43	213
PF09902	DUF2129	884	0.22	420
PF09903	DUF2130	148	0.50	296
PF09904	HTH_43	3045	0.19	125
PF09905	DUF2132	1750	0.44	274
PF09906	DUF2135	1718	0.41	115
PF09907	DUF2136	505	0.45	282
PF09909	DUF2138	2006	0.33	98
PF09911	DUF2140	1267	0.33	231
PF09912	DUF2141	5018	0.46	161
PF09913	DUF2142	3209	0.42	157
PF09916	DUF2145	5324	0.36	83
PF09917	DUF2147	33	0.43	453
PF09919	DUF2149	2186	0.48	74
PF09922	DUF2154	1040	0.43	543
PF09923	DUF2155	1438	0.35	218
PF09924	DUF2156	380	0.46	980
PF09925	DUF2157	2557	0.43	283
PF09926	DUF2158	49	0.42	214
PF09928	DUF2160	1154	0.37	142
PF09931	DUF2163	966	0.37	158
PF09932	DUF2164	1179	0.38	276
PF09933	DUF2165	2106	0.36	127
PF09935	DUF2167	4427	0.41	93
PF09937	DUF2169	868	0.36	137
PF09938	DUF2170	1048	0.28	183
PF09940	DUF2172	2981	0.37	81
PF09945	DUF2177	1692	0.36	157
PF09950	DUF2184	2960	0.36	102
PF09951	DUF2185	1404	0.41	105
PF09952	DUF2186	4054	0.43	112
PF09953	DUF2187	176	0.20	225
PF09954	DUF2188	921	0.44	350
PF09955	DUF2189	1280	0.33	205
PF09956	DUF2190	645	0.44	115
PF09957	DUF2191	127	0.41	215
PF09960	DUF2194	6197	0.41	58
PF09961	DUF2195	3727	0.25	52
PF09962	DUF2196	1505	0.45	204
PF09963	DUF2197	192	0.41	222
PF09964	DUF2198	2561	0.14	133
PF09965	DUF2199	1129	0.40	96
PF09966	DUF2200	2180	0.43	199
PF09967	DUF2201	3446	0.47	234
PF09970	DUF2204	2886	0.45	62
PF09972	DUF2207	4945	0.46	389
PF09976	TPR_21	386	0.44	745
PF09977	Tad_C	2440	0.41	184
PF09979	DUF2213	3888	0.40	118
PF09980	DUF2214	514	0.34	146
PF09981	DUF2218	411	0.37	157
PF09982	DUF2219	979	0.41	249
PF09983	DUF2220	807	0.45	226
PF09984	DUF2222	2306	0.35	243
PF09986	DUF2225	712	0.40	172
PF09988	DUF2227	1541	0.42	177
PF09989	DUF2229	1665	0.46	347
PF09990	DUF2231	788	0.44	218
PF09991	DUF2232	362	0.39	525
PF09992	DUF2233	666	0.46	730
PF09994	DUF2235	1441	0.44	269
PF09995	DUF2236	1244	0.45	376
PF09996	DUF2237	395	0.46	266
PF09997	DUF2238	1118	0.44	293
PF09998	DUF2239	898	0.41	130
PF10000	ACT_3	7550	0.44	131
PF10001	DUF2242	927	0.22	104
PF10002	DUF2243	958	0.39	128
PF10003	DUF2244	213	0.38	236
PF10004	DUF2247	2092	0.40	69
PF10005	DUF2248	949	0.41	201
PF10006	DUF2249	1949	0.45	243
PF10008	DUF2251	902	0.39	57
PF10009	DUF2252	916	0.44	266
PF10011	DUF2254	2936	0.45	288
PF10012	DUF2255	4691	0.41	67
PF10013	DUF2256	1662	0.46	285
PF10014	2OG-Fe_Oxy_2	1716	0.33	224
PF10017	Methyltransf_33	446	0.46	441
PF10020	DUF2262	4433	0.43	67
PF10022	DUF2264	3853	0.43	161
PF10023	DUF2265	3721	0.42	115
PF10026	DUF2268	1682	0.41	261
PF10027	DUF2269	2706	0.38	225
PF10029	DUF2271	2758	0.46	220
PF10030	DUF2272	1296	0.36	84
PF10031	DUF2273	1375	0.37	284
PF10035	DUF2179	167	0.56	847
PF10038	DUF2274	438	0.28	105
PF10040	DUF2276	4251	0.42	172
PF10041	DUF2277	3476	0.35	177
PF10042	DUF2278	240	0.38	182
PF10043	DUF2279	2221	0.40	220
PF10045	DUF2280	3886	0.27	63
PF10047	DUF2281	673	0.46	123
PF10048	DUF2282	24	0.30	139
PF10049	DUF2283	2798	0.44	159
PF10052	DUF2288	2430	0.35	153
PF10053	DUF2290	3449	0.31	21
PF10054	DUF2291	6192	0.44	96
PF10055	DUF2292	1379	0.43	235
PF10056	DUF2293	3786	0.43	100
PF10057	DUF2294	812	0.41	257
PF10062	DUF2300	3680	0.30	96
PF10063	DUF2301	1196	0.39	98
PF10065	DUF2303	522	0.31	99
PF10066	DUF2304	2055	0.41	288
PF10067	DUF2306	2374	0.43	207
PF10069	DICT	1200	0.40	80
PF10070	DUF2309	462	0.49	299
PF10071	DUF2310	2450	0.42	115
PF10073	DUF2312	910	0.26	226
PF10074	DUF2285	2897	0.32	118
PF10076	DUF2313	732	0.44	239
PF10077	DUF2314	1190	0.42	171
PF10078	DUF2316	1336	0.37	120
PF10079	DUF2317	1990	0.42	318
PF10081	Abhydrolase_9	2476	0.38	149
PF10083	DUF2321	3555	0.36	25
PF10084	DUF2322	497	0.32	110
PF10086	DUF2324	1984	0.43	218
PF10087	DUF2325	3188	0.41	330
PF10088	DUF2326	5408	0.45	118
PF10090	DUF2328	534	0.26	160
PF10091	Glycoamylase	1028	0.46	310
PF10092	DUF2330	2126	0.40	101
PF10093	DUF2331	2453	0.45	215
PF10094	DUF2332	1946	0.31	213
PF10095	DUF2333	1333	0.29	164
PF10096	DUF2334	2141	0.41	269
PF10098	DUF2336	518	0.30	110
PF10099	RskA	835	0.46	455
PF10100	DUF2338	2502	0.30	75
PF10101	DUF2339	2249	0.45	405
PF10102	DUF2341	3984	0.39	48
PF10103	DUF2342	2038	0.37	266
PF10105	DUF2344	835	0.50	391
PF10106	DUF2345	173	0.34	219
PF10108	DNA_pol_B_exo2	565	0.45	315
PF10109	FluMu_gp41	935	0.38	309
PF10110	GPDPase_memb	2719	0.50	383
PF10111	Glyco_tranf_2_2	4522	0.48	268
PF10112	Halogen_Hydrol	2111	0.38	253
PF10114	PocR	798	0.44	282
PF10116	Host_attach	186	0.44	277
PF10117	McrBC	1792	0.43	300
PF10118	Metal_hydrol	830	0.34	205
PF10119	MethyTransf_Reg	1416	0.45	182
PF10122	Mu-like_Com	257	0.36	91
PF10123	Mu-like_Pro	669	0.38	110
PF10124	Mu-like_gpT	844	0.42	150
PF10127	Nuc-transf	2292	0.45	336
PF10128	OpcA_G6PD_assem	856	0.42	351
PF10129	OpgC_C	2058	0.43	218
PF10133	RNA_bind_2	372	0.37	74
PF10134	RPA	2895	0.37	122
PF10135	Rod-binding	501	0.46	793
PF10136	SpecificRecomb	2444	0.39	151
PF10137	TIR-like	760	0.39	124
PF10139	Virul_Fac	683	0.42	116
PF10140	YukC	3184	0.24	181
PF10141	ssDNA-exonuc_C	2076	0.32	425
PF10142	PhoPQ_related	2398	0.44	98
PF10144	SMP_2	2270	0.22	279
PF10145	PhageMin_Tail	516	0.50	661
PF10150	RNase_E_G	174	0.50	1744
PF10184	DUF2358	2358	0.37	57
PF10216	ChpXY	821	0.27	61
PF10217	DUF2039	1081	0.00	1
PF10262	Rdx	4180	0.45	283
PF10263	SprT-like	1109	0.44	895
PF10275	Peptidase_C65	1065	0.06	27
PF10276	zf-CHCC	662	0.34	432
PF10282	Lactonase	199	0.46	1083
PF10298	WhiA_N	638	0.39	535
PF10335	DUF294_C	2391	0.47	402
PF10343	DUF2419	2446	0.35	8
PF10365	DUF2436	117	0.00	3
PF10368	YkyA	1729	0.29	191
PF10369	ALS_ss_C	234	0.49	1644
PF10370	DUF2437	444	0.45	415
PF10371	EKR	39	0.46	621
PF10372	YojJ	5224	0.22	117
PF10375	GRAB	5429	0.28	21
PF10385	RNA_pol_Rpb2_45	139	0.57	2311
PF10386	DUF2441	3464	0.30	80
PF10387	DUF2442	327	0.45	279
PF10388	YkuI_C	1364	0.41	193
PF10396	TrmE_N	587	0.61	2002
PF10397	ADSL_C	526	0.55	1537
PF10398	DUF2443	838	0.11	55
PF10399	UCR_Fe-S_N	306	0.41	536
PF10400	Vir_act_alpha_C	3430	0.44	386
PF10410	DnaB_bind	546	0.46	1595
PF10411	DsbC_N	280	0.43	579
PF10412	TrwB_AAD_bind	2521	0.43	179
PF10414	CysG_dimeriser	1223	0.40	576
PF10415	FumaraseC_C	101	0.48	1841
PF10417	1-cysPrx_C	27	0.49	1668
PF10418	DHODB_Fe-S_bind	164	0.50	810
PF10423	AMNp_N	373	0.33	441
PF10425	SdrG_C_C	1611	0.29	75
PF10431	ClpB_D2-small	29	0.61	2408
PF10432	bact-PGI_C	4692	0.47	131
PF10437	Lip_prot_lig_C	101	0.49	758
PF10439	Bacteriocin_IIc	132	0.34	123
PF10442	FIST_C	842	0.47	451
PF10458	Val_tRNA-synt_C	673	0.57	2104
PF10459	Peptidase_S46	1010	0.48	144
PF10463	Peptidase_U49	4253	0.40	12
PF10502	Peptidase_S26	436	0.50	1135
PF10503	Esterase_phd	416	0.44	402
PF10509	GalKase_gal_bdg	204	0.48	999
PF10517	DM13	1011	0.43	221
PF10518	TAT_signal	85	0.46	531
PF10531	SLBB	158	0.50	2082
PF10543	ORF6N	2346	0.42	178
PF10544	T5orf172	531	0.45	329
PF10547	P22_AR_N	1315	0.44	76
PF10548	P22_AR_C	706	0.25	49
PF10549	ORF11CD3	40	0.25	48
PF10552	ORF6C	3749	0.34	134
PF10554	Phage_ASH	1674	0.25	144
PF10555	MraY_sig1	586	0.49	1543
PF10566	Glyco_hydro_97	2725	0.46	137
PF10569	Thiol-ester_cl	1750	0.45	242
PF10576	EndIII_4Fe-2S	95	0.48	1234
PF10588	NADH-G_4Fe-4S_3	367	0.50	1574
PF10589	NADH_4Fe-4S	251	0.50	1303
PF10590	PNPOx_C	448	0.48	1053
PF10592	AIPR	2008	0.40	188
PF10593	Z1	749	0.44	115
PF10604	Polyketide_cyc2	92	0.46	843
PF10609	ParA	275	0.50	1909
PF10610	Tafi-CsgC	464	0.23	112
PF10611	DUF2469	294	0.22	252
PF10612	Spore-coat_CotZ	632	0.13	116
PF10614	CsgF	5335	0.41	178
PF10615	DUF2470	224	0.41	324
PF10616	DUF2471	845	0.11	37
PF10617	DUF2474	2066	0.29	218
PF10618	Tail_tube	3286	0.36	93
PF10620	MdcG	2760	0.32	197
PF10623	PilI	614	0.00	2
PF10625	UspB	657	0.14	202
PF10626	TraO	2342	0.32	24
PF10627	CsgE	5336	0.41	167
PF10628	CotE	1440	0.23	152
PF10633	NPCBM_assoc	5204	0.44	203
PF10634	Iron_transport	1370	0.45	199
PF10635	DisA-linker	1914	0.42	389
PF10636	hemP	574	0.42	378
PF10646	Germane	921	0.46	659
PF10647	Gmad1	2239	0.37	227
PF10649	DUF2478	1710	0.28	82
PF10651	DUF2479	1510	0.33	103
PF10653	Phage-A118_gp45	3554	0.01	15
PF10656	DUF2483	3633	0.03	21
PF10658	DUF2484	2027	0.10	16
PF10661	EssA	2944	0.22	121
PF10662	PduV-EutP	2145	0.39	248
PF10664	NdhM	247	0.27	72
PF10665	Minor_capsid_1	3545	0.31	42
PF10666	Phage_Gp14	3541	0.15	11
PF10667	DUF2486	1614	0.06	31
PF10668	Phage_terminase	1084	0.36	84
PF10669	Phage_Gp23	3536	0.00	10
PF10670	DUF4198	289	0.47	367
PF10671	TcpQ	631	0.34	107
PF10672	Methyltrans_SAM	968	0.50	1339
PF10673	DUF2487	954	0.17	145
PF10674	Ycf54	1001	0.27	66
PF10675	DUF2489	2253	0.32	150
PF10676	gerPA	2026	0.32	153
PF10677	DUF2490	3059	0.44	114
PF10678	DUF2492	1406	0.43	177
PF10679	DUF2491	1839	0.29	138
PF10683	DBD_Tnp_Hermes	1267	0.00	4
PF10684	BDM	3063	0.05	98
PF10685	KGG	88	0.38	317
PF10686	DUF2493	4385	0.41	84
PF10688	Imp-YgjV	4381	0.38	252
PF10689	DUF2496	1554	0.19	224
PF10691	DUF2497	415	0.26	202
PF10692	DUF2498	128	0.14	201
PF10693	DUF2499	1469	0.33	87
PF10694	DUF2500	2338	0.34	254
PF10696	DUF2501	1071	0.26	214
PF10697	DUF2502	690	0.23	177
PF10698	DUF2505	3328	0.36	185
PF10702	DUF2507	181	0.26	230
PF10703	MoaF	5284	0.32	81
PF10704	DUF2508	370	0.32	299
PF10706	Aminoglyc_resit	1602	0.42	42
PF10707	YrbL-PhoP_reg	1359	0.36	137
PF10708	DUF2510	1430	0.22	150
PF10709	DUF2511	825	0.40	196
PF10710	DUF2512	4135	0.31	158
PF10711	DUF2513	707	0.41	100
PF10712	NAD-GH	145	0.45	432
PF10713	DUF2509	3959	0.11	185
PF10716	NdhL	756	0.27	71
PF10718	Ycf34	123	0.27	72
PF10719	ComFB	609	0.40	268
PF10720	DUF2515	2664	0.17	139
PF10721	DUF2514	2300	0.25	103
PF10722	YbjN	69	0.45	800
PF10724	DUF2516	1162	0.19	192
PF10725	DUF2517	337	0.14	187
PF10726	DUF2518	1529	0.27	72
PF10727	Rossmann-like	1313	0.45	349
PF10728	DUF2520	1195	0.45	502
PF10729	CedA	1563	0.06	120
PF10730	DUF2521	2623	0.15	132
PF10732	DUF2524	1882	0.15	128
PF10733	DUF2525	3197	0.07	129
PF10734	DUF2523	1824	0.25	75
PF10735	DUF2526	167	0.09	125
PF10736	DUF2527	21	0.11	178
PF10737	GerPC	2306	0.17	133
PF10738	Lpp-LpqN	1640	0.15	67
PF10739	DUF2550	163	0.19	204
PF10740	DUF2529	793	0.15	184
PF10741	T2SM_b	2384	0.36	117
PF10742	DUF2555	223	0.27	70
PF10743	Phage_Cox	4504	0.14	40
PF10745	DUF2530	1701	0.21	96
PF10746	Phage_holin_6	3309	0.31	10
PF10747	DUF2522	534	0.15	133
PF10748	DUF2531	5121	0.19	173
PF10749	DUF2534	259	0.06	127
PF10750	DUF2536	1582	0.30	134
PF10751	DUF2535	2690	0.15	123
PF10752	DUF2533	929	0.15	130
PF10753	DUF2566	1070	0.09	154
PF10754	DUF2569	1719	0.39	210
PF10756	bPH_6	806	0.33	215
PF10757	YbaJ	415	0.09	183
PF10759	DUF2587	1823	0.21	145
PF10762	DUF2583	224	0.09	185
PF10763	DUF2584	2539	0.28	162
PF10764	Gin	2114	0.27	206
PF10765	DUF2591	4059	0.25	79
PF10766	DUF2592	1578	0.11	183
PF10767	DUF2593	3228	0.07	177
PF10768	FliX	308	0.22	50
PF10769	DUF2594	404	0.09	180
PF10774	DUF4226	991	0.08	48
PF10776	DUF2600	2551	0.32	172
PF10777	YlaC	100	0.30	180
PF10779	XhlA	1400	0.33	155
PF10781	DSRB	1926	0.09	171
PF10782	DUF2602	1685	0.15	179
PF10783	DUF2599	1001	0.31	103
PF10784	Plasmid_stab_B	1700	0.14	33
PF10786	G6PD_bact	2632	0.34	67
PF10787	YfmQ	2787	0.20	117
PF10788	DUF2603	614	0.23	77
PF10792	DUF2605	184	0.27	56
PF10794	DUF2606	2244	0.07	56
PF10796	Anti-adapt_IraP	40	0.09	151
PF10797	YhfT	5372	0.40	94
PF10798	YmgB	390	0.29	126
PF10799	YliH	656	0.36	121
PF10801	DUF2537	4177	0.32	86
PF10803	GerPB	2307	0.17	132
PF10804	DUF2538	1065	0.22	52
PF10805	DUF2730	6795	0.29	52
PF10807	DUF2541	5212	0.28	105
PF10808	DUF2542	2636	0.04	99
PF10809	DUF2732	1895	0.08	80
PF10810	DUF2545	1538	0.05	100
PF10812	DUF2561	1135	0.11	62
PF10814	DUF2562	4061	0.27	60
PF10815	ComZ	858	0.12	116
PF10816	DUF2760	1119	0.42	95
PF10817	DUF2563	4497	0.05	48
PF10818	DUF2547	1265	0.10	31
